"","duration","orig_bytes","resp_bytes","orig_ip_bytes","resp_ip_bytes","http"
"73635",0.0392207131532813,6.18208490671663,9.00380808646717,6.70441435496411,9.04852707581358,0
"31500",0.00995033085316809,5.78996017089725,6.29341927884648,6.38856140554563,6.55819780281227,0
"98719",0.657520002916794,5.31811999384422,7.25700270709207,6.35610766069589,7.4301141385618,0
"68083",0.00995033085316809,4.98360662170834,6.16120732169508,6.02586597382531,6.5366915975913,0
"35906",0.00995033085316809,5.8664680569333,7.18387071506245,6.43133108193348,7.3356339819272,0
"135872",0.693147180559945,4.53259949315326,0,5.00394630594546,0,1
"100905",1.79342474854712,5.39816270151775,0,5.80814248998044,0,1
"98771",0.00995033085316809,5.47227067367148,7.25700270709207,6.41345895716736,7.4301141385618,0
"39889",0.0861776962410524,6.63594655568665,10.6881878640227,7.5569505720129,10.7301817505985,1
"50624",0.131028262406404,6.10479323241498,9.0687768076544,7.67740043051481,9.83215265493151,0
"98230",0.0198026272961797,5.30330490805908,7.25700270709207,6.35088571671474,7.4301141385618,0
"91590",1.24703229378638,10.298834982456,9.64186301440364,10.605842213847,9.94328502241019,0
"218505",0.00995033085316809,5.87773578177964,8.19090888118251,6.59167373200866,8.27588566947436,0
"94693",0.00995033085316809,5.6970934865054,8.16735198705607,6.50727771238501,8.25426877009018,0
"96420",1.49514876603197,10.2939743774636,9.64186301440364,10.6022688317132,9.95570042398306,0
"177811",0.148420005118273,6.47697236288968,7.67089483136212,7.02642680869964,7.83082299513532,1
"43025",0.122217632724249,5.77455154554441,6.16961073249146,6.46458830368996,6.5424719605068,0
"41140",0.0861776962410524,6.47697236288968,7.67832635650689,7.02642680869964,7.83715965000168,1
"32753",0.0392207131532813,5.94017125272043,8.21012440516427,6.62273632394984,8.29354951506035,0
"96569",1.79342474854712,5.15329159449778,0,5.65248918026865,0,1
"30215",0.048790164169432,5.87211778947542,6.29894924685594,6.43454651878745,6.56244409369372,0
"99737",0.254642218373581,5.6970934865054,7.41155628781116,6.58202513889283,7.5595594960077,0
"71309",0.0198026272961797,5.30826769740121,7.40000951716269,6.35262939631957,7.55171221535131,0
"91043",1.28093384546206,10.3053796182575,9.64186301440364,10.6093781892434,9.94328502241019,0
"72453",0.048790164169432,6.23244801655052,9.00380808646717,6.73459165997295,9.05321861620397,0
"42852",0.104360015324243,6.54821910276237,7.67832635650689,7.06817200038804,7.83715965000168,1
"71339",0.048790164169432,6.05678401322862,9.00380808646717,6.63200177739563,9.05321861620397,0
"70744",0.0295588022415444,6.25575004175337,9.00491394146713,6.74875954749168,9.05427118632629,0
"182348",0.139761942375159,5.72358510195238,8.32457884513685,6.59304453414244,8.39931015075952,0
"73286",0.0295588022415444,6.21260609575152,9.00491394146713,6.72262979485545,9.05427118632629,0
"39497",0.157003748809665,7.37400185935016,7.89207842124812,7.73105314400713,8.02224091680654,0
"64354",0.0861776962410524,6.63594655568665,8.71555212590782,7.20191631753163,8.79072562826358,1
"224003",0.104360015324243,3.80666248977032,0,4.94875989037817,0,1
